ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,qwenDSI-3
1102,"Focus attention on the benefits Acme does offer to employees. Create morale for the engineers by motivating them and letting them know how valuable they are to the company and why Acme is the best place to work currently. Let the engineers know that they have job security and when the time is right Acme would like to show the engineers how much they mean to them by eventually increasing benefits and wages, but that cannot happen until productivity increases, and that won't happen unless the engineers are giving their best.",0.204931089,0.307581218,RLPS4,Acme,training,1102,92,0.4318080246448517
1103,Wages and problems come along in every kind of business. Acme Company needs to realize most work environment is going to have employees/engineers expecting more due to time change. One solution is to possibly increase the wages in which it could keep the employees there and possibly recruit more business for the company.,-0.666854955,-0.926344033,RLPS4,Acme,training,1103,54,0.4525453746318817
1104,"I think bonus's need to be given out for engineers to recruit more and keep the ones they have for good work. The longer you work, the better benefits/bonus you will receive.",-1.102358848,-0.926344033,RLPS4,Acme,training,1104,34,0.41256198287010193
1105,"Pay your employees. You cannot expect better production with pay cuts  among the worker bees. The upper management should be the first to take pay cuts, and the employees should get their raises. That will increase productivity and possibly better work performance.",-0.065009027,0.198476602,RLPS4,Acme,training,1105,42,0.43437814712524414
1106,I would stop giving wage increases to the current employees.  If employees decide to leave because of that hire people without the 6% increase level that way you will be saving your company money.,-0.832418731,-0.349233,RLPS4,Acme,training,1106,34,0.4192146956920624
1107,"To insure competition I would first find a way to promote our products in other ways that company's are not. Some of the job's that are created per one trained engineer could be an employee being responsible for advertising the product. Another way to increase our quality of our product and make ours stand above others is to find certain ways to overmatch our competitors by simply making our product better. For example, if it were a car being the product, make our car more fuel efficient and strong at the same time. I would talk to my engineers to devise a plan to do this, simply because I cannot do this on my own. This would ensure that those 12 jobs per one trained engineer have a job and can keep wage.",1.077495394,1.267651667,RLPS4,Acme,training,1107,135,0.45271036028862
1108,"In response to this problem I think that the company should let the most beneficial employees obtain a wage increase each year. This would make it so the people that are making the most money, have been employed the longest and therefore have the most expertise and would not want to leave. this would also make others want to stay with the company so that they could obtain those benefits.",-0.065009027,0.033726417,RLPS4,Acme,training,1108,70,0.38921400904655457
1109,"I think workers wages should be kept the same, but add a monthly bonus as an stimulus to keep working with ACME depending on their productivity.",-0.936795072,0.033726417,RLPS4,Acme,training,1109,26,0.44265204668045044
1110,Acme should talk with others and figure out what makes who happy and decide from there what he should do.,-1.207513448,-1.091094218,RLPS4,Acme,training,1110,20,0.39906930923461914
1111,"In order to maintain a high level of productivity without increasing the turnover rate of your engineers, I would ask you to consider laying off a handful of engineers. Now, this means to place them effectively in a different position, maybe speaking with some recruiters to help them be placed in a different location. After they have been let go, you can increase the level of pay to the highest quality of engineers that you kept on payroll. This will mean a moderate increase in the amount of work they will need to perform, but they should expect that increase with the increase in pay. This will ensure that the employees will stay with Acme, and become happier with wage increases. If necessary, after a six month period, if the employees are voicing concerns over the amount of work not being worth it even with the increase in pay, I would recommend adding external benefits. This could be in the form of gym memberships or memberships to local places, i.e. the zoo. This would not be too costly and would make the employees content.",1.077495394,1.267651667,RLPS4,Acme,training,1111,185,0.43008744716644287
1112,"First off I would say be honest with the employees. You could maybe provide other benefits for employees instead of wage increases, you could provide bonuses, or other benefits. You could also maybe see if there is a different company for shipping materials to cut down that cost so you can have more money to increase wages.",0.204931089,-0.075378199,RLPS4,Acme,training,1112,57,0.4217626452445984
1113,I think that they should cut people that don't seem to be fitting their needs and then with less workers they can provide more benefits to increase productivity because people responds to things like that,-0.666854955,-0.761593847,RLPS4,Acme,training,1113,36,0.38277342915534973
1114,"Well, it seems impossible to keep up a high quality group of engineers without a good wage. So naturally, decreasing their wages will make them upset. To ask the engineers to keep up such a high productivity without earning the pay they deserve, it's unlikely. The only solution I can think of is to promise the engineers something worth sticking around for. For instance, when the money problems Acme is facing get taken care of, they take care of any debt, and become beyond stable,  they can begin to pay the engineers what they deserve. In addition, for agreeing to lower wages for that whole period, the engineers should get a good size bonus.",1.077495394,-0.817239417,RLPS4,Acme,training,1114,115,0.4488297402858734
1115,I think that it would be beneficial for Acme to contact university departments where students are specializing in engineering. I think that it would benefit Acme to visit these universities to discuss future job opportunities with students who will be graduating and entering the workforce soon.,-0.065009027,0.993796866,RLPS4,Acme,training,1115,46,0.4493449032306671
1116,"Need to insure that new hires are not getting more than current employees as far as wages and benefits.  Offer other types of incentives to existing employees, a bonus at the end of the year perhaps based on time with the company.",-0.065009027,-0.131023768,RLPS4,Acme,training,1116,42,0.44447481632232666
1117,I think we should offer the engineers at the companies alternatives to the wage increase.  We should offer them stock in the company and increase other benefits.  We should offer them other benefits such as better health insurance and bonuses for productivity.  We should find a way to decrease our shipping costs such as using different companies for shipping or research different places to get the materials from that would give us a reduced rate.,0.806777018,0.993796866,RLPS4,Acme,training,1117,75,0.41515588760375977
1118,Find a way to decrease shipping costs. Raise the wage increase level or offer other benefits.,-1.103137108,-1.612559681,RLPS4,Acme,training,1118,16,0.39533475041389465
1119,The solution is to try to please majority of your current employees. You can give better jobs to the ones that aren't happy with their current ones and give better wages to the ones that are happy. This way you only have a few employees that could remain unhappy and leave. Or you can try to compete with the recruiters by making their job even more enticing.,0.204931089,0.142831033,RLPS4,Acme,training,1119,68,0.4042726755142212
1120,increase the benefits of staying in that company so the current employees won't be enticed to go to another company,-1.373077224,-1.091094218,RLPS4,Acme,training,1120,21,0.3828139901161194
1121,The simplest solution would be to reduce shipping costs of materials in order to increase pay and lower the turn over rate. /,-1.538641,-1.612559681,RLPS4,Acme,training,1121,22,0.4093635678291321
1122,"I would attempt to increase opportunities at a low or no cost to acme.  Plenty of positive energy can be added to the workplace without excessive cost.  One idea would be to make a list of all the current opportunities offered to acme employees (especially things that other area employers don't offer); the point of this would be to help employees realize what they have now, rather than just what they could have at another company.  Many times people loose sight of this, a concrete reminder may be helpful.  As well, implementing a new program that increases positive energy may increase productivity as well as employee contentment.  If new signs were posted in common areas that included positive, encouraging, empowering, and compassionate stories, people may take the time to read them and feel better about themselves, their environment, and their employer.  Other positive ideas could be implemented with this idea.",1.512999286,1.789117131,RLPS4,Acme,training,1122,151,0.43984273076057434
1123,I would continue to hold at the 6 percent increase and express my concerns and tell them that we will look into a possible additional increase in say 6 months if it is feasible.,-0.666854955,-0.761593847,RLPS4,Acme,training,1123,34,0.4253653287887573
1124,"You need to get everyone together in a room and tell them what the problem is and tell them that you appreciate their part in this company and that you need them to stay around. If they decide to stay around, you will give them great retirement benefits etc.",-0.666854955,-0.652489232,RLPS4,Acme,training,1124,49,0.40372252464294434
1125,"I would suggest to start to eliminate the recruiters from around the place of work.  In turn, this can decrease the turnover rate.",-1.538641,-0.186669337,RLPS4,Acme,training,1125,23,0.40082234144210815
1126,I think Acme Company needs to recruit workers who work hard regardless of how much they get paid. I think that individuals who show determination and hard work ethic should get rewarded with high pay or better benefits.,-0.832418731,-0.708134801,RLPS4,Acme,training,1126,38,0.45121708512306213
1127,"You can try to make a better benefit for the engineers, and make a good environment for them to work!",-1.373077224,-0.981989602,RLPS4,Acme,training,1127,20,0.36517199873924255
1128,"To maintain a quality group of engineers Acme is going to have to compete with the other companies in the business. It will be to their advantage to build a research and development team that can explore the standard price of living, and wages offered by the competition. The company needs to compete and set standards for their employees( like level of education) so that they attract quality workers, but they need to be able to reward that work.",0.204931089,0.719942065,RLPS4,Acme,training,1128,79,0.4420861601829529
1129,"There just isn't one path that can be taken to eliminate/decrease engineer turnover at Acme. In today's economy, holding onto a stable job is very important especially considering that we aren't letting these engineers go. There are many ways to keep these engineers happy and productive. One is to look at the big picture and years down the line. Is this a temporary set back? Do we have to take one step back in order to take two steps forward? We need to explain that to our engineers: this is a temporary set back (if that is indeed the truth). If we increase productivity, the wage increases will come somewhere down the line. Staying with Acme for the long run is the better road to take for these engineers rather than leaving Acme for a potential ""better"" job. I will be honest with our engineers and explain the situation to them. I will hide nothing for them and explain the reason behind the lack of a wage increase this year. In order to have a better future, set backs must take place.",1.512999286,-0.43428,RLPS4,Acme,training,1129,186,0.4600113332271576
1130,As a company we can give the people incentives.,-1.808581116,-1.886414482,RLPS4,Acme,training,1130,9,0.38172876834869385
1131,"Happy employees make a successful business. Find out what the employees_ gripes are and what it may take them to become motivated. This can be done by giving the employees a survey and/or open format questionnaire. Also, try to find out what other companies are offering that is enticing the employees to leave acme and go to the competitors. Then, make similar offers. It is important to be competitive with other companies.",0.806777018,0.829046681,RLPS4,Acme,training,1131,73,0.42919689416885376
1132,"In response to Acme's current problem with employee retainment, it is in Acme's best interest to go to the employees themselves and see what exactly do they feel the problem may be.  If they are leaving for better jobs with better benefits, then what about their job with Acme are they finding dissatisfying?  Acme must first find out what is causing the employees/engineers to be willing to leave and then form a strategy as to how they are going to overcome the discretions and provide a happy healthy work environment for its employees.  If Acme is having difficulty in productivity and marketing, then they must go to those departments and try and figure out what the problem may be.  In order to sell more product, the marketing department needs to market the product in a better light in order to attract new buyers and to wow the current buyers into buying more.",1.34743551,1.51526233,RLPS4,Acme,training,1132,155,0.46447786688804626
1133,Go to the current engineers and ask them how they would handle the situation. Acme should also ask what they can do for them in the future when they get back on top. After asking all the engineers try to work with their feedback and the needs of the company and see if there is a solution.,-0.230572803,-0.131023768,RLPS4,Acme,training,1133,57,0.39447465538978577
1134,Give them more money. Maybe hold company picnics for the engineers and there family's.,-1.538641,0.089371986,RLPS4,Acme,training,1134,15,0.41411030292510986
1135,Since the recession the job market has been struggling in almost every area.  I think the best solution to this problem is to advertise the job openings as much as possible.  We may not be able to offer the best benefits and salaries but in an economy where most businesses are laying off employees anything sounds appealing.  Once Acme builds a strong staff they will eventually be able to offer higher percent wage increases.,0.205709349,-0.021919152,RLPS4,Acme,training,1135,74,0.44230586290359497
1136,You need to ensure quality work environment and good benefits for those that stay with the company and put in their time in with the company. Quality workers that stay through with a business throughout their hard times are great workers that you want to stay.,-0.230572803,-0.817239417,RLPS4,Acme,training,1136,46,0.4407922029495239
1137,"Visit with the engineers, explain the reasons for the wage increase holding at 6%. Express gratitude for their hard work.  Ask them for input on improving their work conditions, benefits, and pride in the company. They will stay where they feel appreciated, valued and comfortable, even for less money.",0.204931089,-0.131023768,RLPS4,Acme,training,1137,49,0.4307057857513428
1138,Meet with the engineering department to find out what is important to them and find a solution that satisfies their needs and the companies,-0.936795072,-0.817239417,RLPS4,Acme,training,1138,24,0.3630220293998718
1139,"There are several changes that Acme could make to reduce the turnover rate of engineers at the company. Most can agree that money is frequently at the root one's dissatisfaction in their career. Although Acme is unable to provide a larger wage increase, they could try offering stock options or perhaps extra benefits (like gas benefits etc) There are also many affordable options that Acme should consider to reduce this turn over rate. It's rather simple: create a pleasant work environment. This is not in reference to everybody getting along, but appealing to the human brain's desire for an aesthetically pleasing environment. These changes can be subtle and still produce happier workers. Acme could start by changing the lighting in the working area of the engineers by removing dim lighting and avoiding fluorescent lighting. More color in the environment could improve the attitude of their engineers towards their job; paint the walls (avoid grey or cream colors), brighten up common/break rooms, get more colorful art etc. Try to open up the space of their working area; minimize cubicles. Also, plants in the work environment have been proven to increase productivity and create what is perceived to be a ""healthier"" environment. All of these aspects have been proven to create a satisfying and productive environment in the home or at work. Despite the fact that other companies can provide ""more benefits"" or a ""better job"", they will most likely fail to match our productive and pleasant work environment. The engineers spend a majority of their weekdays in their work environment, making the more likely to maintain their position with Acme. These adjustments are affordable and potentially extremely effective in reducing the turnover rate of engineers at Acme Company.",1.678563062,1.953867316,RLPS4,Acme,training,1139,291,0.467899888753891
1140,Acme needs to inform its engineers of the quality of their current jobs.  They need to tell them about their benefits and culture so they have a reason to stay with Acme besides wage alone.  When an employee likes the work they do and they like their work environment they are much more likely to pass up a better paying job.,-0.230572803,-0.817239417,RLPS4,Acme,training,1140,61,0.44338640570640564
1141,#NAME?,0.806777018,1.102901482,RLPS4,Acme,training,1141,1,1.6689300537109375e-06
1142,one solution would be is to start laying off people like most companies / another solution would be is to increasing benefits because increasing benefits would increase productivity and the engineers would tell other engineers to come work for acme which would also increase productivity.,0.039367313,-0.817239417,RLPS4,Acme,training,1142,44,0.4166870415210724
1143,The problem at hand seems to deal a lot with the issue of costs for the company. It is clear that we need to keep engineers on if we are to remain successful. I recommend a wage freeze for anyone at upper management and above so some money can be allotted to the engineers to entice them to stay. Secondly I propose a green initiative that would reduce waste and consequently costs in all factors of the company so as to free up more money to help keep a quality group of engineers and to bring in more to reduce the work load of the engineers we have.,0.806777018,1.953867316,RLPS4,Acme,training,1143,108,0.4416952133178711
1144,I would suggest expanding your product line.  Getting more products to make profit off of will increase your income so wages can continue to increase.,-0.666854955,0.033726417,RLPS4,Acme,training,1144,25,0.41010335087776184
1145,"I feel it would be to Acme's advantage to decrease the wage percentage to about 4. The reason being, if costs of materials and shipping increases there is no worry about money management. I also feel that there should be a decrease in the amount of jobs for trained engineers. Maybe a decrease to about 8 or 9. This would allow better productivity in areas if an engineer involved with less jobs than more. Also, limiting the amount of jobs would make for a decrease in the amount of ""better opportunities"" for engineers because they are trained in less of an abroad area and more specific.",0.309307429,-0.021919152,RLPS4,Acme,training,1145,107,0.42601531744003296
1146,"In order to improve the quality of engineers at  a high level of productivity, I believe that it would be best for the Acme Company to increase the benefits that the engineers receive. For one, the Acme Company could give incentives to any employee that excels in his or her duties. Secondly, the Acme Company could give great health benefits, including dental and vision, to all engineers in the Acme Company. Moreover, the company could give out bonuses at the end of the year.",0.745589582,0.307581218,RLPS4,Acme,training,1146,84,0.45554041862487793
1147,"Providing yearly bonuses to employees is a good way of keeping them going. I think a good idea would be to monitor each employee. Look for things like accuracy, knowledge of job, speed, etc. This will be what you base their wage increases and yearly bonuses on. This way, if someone is not working to their potential or to the expectations of the company, they will not get the full bonus or a pay increase. The employees who deserve it because of their high work ethic (especially regarding work quality and productivity level) will get the extra bonus and the ones who don't, won't. If you have a system that measures the previously listed suggestions (accuracy, etc.) then you can base it off of number results and favoritism won't be a factor either. Plus if they are not working up to the level they should be (set a level that they should be at by a certain time) it is a reason to find new employees to put in their place. All at the same time, the company should consider having fewer employees, but employees that have a good quality work ethic, can work fast, and increase levels of productivity. This way you are paying people that deserve it, but not so many people that it is costing too much money.",1.512999286,1.102901482,RLPS4,Acme,training,1147,224,0.4270209074020386
1148,"Entice engineers to remain at Acme by offering comfortable and cheap benefits such as jeans day Fridays, a dinner once a month, or any other cheap sort of activities to lighten and brighten the work atmosphere. Not all benefits have to be of monetary value to be effective/",-0.334949143,1.102901482,RLPS4,Acme,training,1148,48,0.457233726978302
1149,"The bottom line is that the engineers are not happy about their pay.  Acme needs to be honest with their staff, and tell them they are in a tight position right now, but hopefully the company will get through their tight spot when the economy starts to look up.  Acme may also want to have annual evaluation on the employee's work.  Those who are good workers, work well with others, get to work on time, etc. will have a higher pay raise than those who do not.  They need to have management or leaders keep records of this, instead of trying to remember throughout the time span to the next evaluation.  This will give the employees incentive to come and work hard at their job, which may help the increase in the product going out.",0.806777018,0.198476602,RLPS4,Acme,training,1149,136,0.4496331810951233
1150,"This situation wouldn't be a problem if the engineers were happy. People are leaving for certain reasons and it is most likely attributed to the fact that they can find better pay elsewhere. Acme needs to weigh the pros and cons here. Which is more important? Sticking to a policy or having a lower turnover rate and happier engineers? A survey could be beneficial for gaining information and could be sent out among current employees and to those who have already left the company. Also, having a liaison engineer work with the other engineers to find a solution and find what they want could be positive. Then, the liaison could speak to management and see what they can figure out.",1.076717134,0.884692251,RLPS4,Acme,training,1150,121,0.43295326828956604
1151,"Remind engineers of the benefits that Acme has , cut the wage increases and split it with product. Three percent of the increase will go to the workers and three percent will go to producing product to ensure that the company is still competitive. Have the company get their own recruiters that can answer future employees' and current employees' questions about their benefits.",-0.065009027,0.829046681,RLPS4,Acme,training,1151,62,0.43323594331741333
1152,"Take away the hold on wage increases. Increase advertising for Acme. Increasing the wages of the engineers might cost more, but without them there is no company.",-0.50129118,-0.075378199,RLPS4,Acme,training,1152,27,0.4177183210849762
1153,I would make the engineers feel more involved in the changes that are being made to the company. By involving them on current changes and allowing them to communicate how they feel.,-0.50129118,-0.131023768,RLPS4,Acme,training,1153,32,0.3593578040599823
1154,"Management at Acme has a problem, and their is a solution. Since they want to keep the quality of the engineers and increase the level of productivity, they can do so by creating a more suitable environment for them. They can add some ""activities"" now and then to keep the interest in the group. For example to keep the attention from the workers they can have rewards such as PTO (paid time off) time after performing such tasks. Or they can have some fun activities such as bingo days. By adding these activities or ""rewards"" then they can keep the attention of the engineers. Thus even increasing their productivity.",0.641213242,0.307581218,RLPS4,Acme,training,1154,109,0.4178457260131836
1155,"It's obvious to me that Acme will continue to lose quality engineers if solutions to their wage and benefits situation isn't addressed. Since their wages can't be increased, the solution needs to come in the form(s) of benefit improvements that are cost effective for Acme while genuinely improvements for the engineers. First, I would suggest getting rid of any company fees the engineers are now having to pay for: gym memberships, fuel costs for company cars, etc. Secondly, their work areas and equipment could be upgraded in areas where they feel the most need. If these upgrades and fee dismissals cost under a bottom line wage increase which could even be discussed; I would recommend implementing these measures soon. Also, more employee family fees for participation in outside activities such as the ones enjoyed by employees on premises here could be discussed with the engineers: YMCA memberships, etc. Just getting into discussions with the engineers about their situation could inspire more company loyalty from their group.",1.34743551,0.993796866,RLPS4,Acme,training,1155,170,0.45374321937561035
1156,"In order to retain and attain quality engineering talent Acme needs to review and formalize the following policies: / First, engineers are highly skilled professionals who deserve dignity in what is expected of them in the workplace. In order to foster this dignified environment Acme should consider flexible hours and the potential for telecommuting. The traditional 40 hour work week is a bit passe and not appropriate in today's technological environment. By allowing engineers the ability to get the job done according to a schedule that best works for them, we foster a greater work life balance and therefore have happier employees. This is not about 'butt in chair time,' it is about getting the job done and getting it done well. / The corporate culture at Acme should also be reviewed. Providing an open and honest environment that allows engineers to voice concerns without fear of repercussions is highly valued amongst employees. Also, management needs to be respectful of engineers as individuals; playing to our strengths and working to deflect potential conflicts so that we may do our jobs in a timely manner without having to deal with outside concerns. / Don't over-think the wage increase. We respect that the wage increase is extremely competitive in today's recessed economy. Instead, providing job stability, first class medical coverage, 401k match, and tuition reimbursement is greatly appreciated. Once we are established in our careers here it is much easier to stay with the management and coworkers we enjoy and understand. If Acme provides a sense of continuity for the engineering staff it will be easier for us to ignore recruiters and keep our focus on our projects at Acme. / Finally, make this a job my spouse loves. Make sure my benefits, my hours, and my stress level are congruent with my pay. Make sure I get the time off to go on my family vacation or enjoy my holidays. Because if my spouse likes Acme that means I don't feel pressure to leave this job when I'm at home. If you can keep my spouse happy, you keep me happy. (Note: telling me to stop bitching about my job when I get home is not an acceptable solution, per my meeting with the VP regarding this concern last year at this time.)",1.678563062,1.953867316,RLPS4,Acme,training,1156,384,0.47050464153289795
1157,"It would seem that the dissatisfaction of the employees would be less pay. It would be a little difficult to offer more pay to our employees and keep the cost of the product down but it would seem that the only way to keep our labor group up is by either increasing the wage to the workers to an extent or by offering some kind of benefit to our employees which is both affordable to us and worthwhile for the workers. In my opinion, it may be a bit cheaper to offer more pay for the workers since more vacation time can cause less production and benefits such as health insurance and the like can become expensive, especially for the labor force this company manages. We may make less money doing this but in a company you have to put money in to get money out. We can't have a product without employees and without of product we cannot make any money.",0.641213242,0.307581218,RLPS4,Acme,training,1157,163,0.43372830748558044
1158,"Develop a training program in which the current engineers train others to become eligible for the position as well. This will increase the number of engineers who can do the job sufficiently at Acme. Engineers who train others should be given a bonus. Although it is difficult to justify any extra spending of the company's money, spending money on training new employees will help in the long run. Otherwise, many engineers may leave the company, leaving Acme with nobody who can do the job well.",0.039367313,0.993796866,RLPS4,Acme,training,1158,86,0.4356595575809479
1159,First they should look to see what their competition is offering and see if they cannot match or have better benefits. Also they could offer wages based on performance by the individuals which increases productivity and shows the employers you appreciate their hard work.,-0.396914839,0.033726417,RLPS4,Acme,training,1159,44,0.4234068989753723
1160,A standard needs to be set on the training level of the engineer.  Have a classroom where is it laid out what is expected of every engineer and what it takes to be a trained engineer. From this a superiority level can be established where trained engineers that have gone through the classroom and training will be responsible for training others. This will create a group of engineers that are highly trained and experienced.  Set a goal for these employees whether it be  a certain level of training or skill or a set time being employed when they can receive a wage increase.  This will increase productivity and decrease turnover as long as employees have something to work toward and see benefit out of it.  Make it a point that there isn't anything better than Acme.,0.641213242,0.993796866,RLPS4,Acme,training,1160,137,0.4362797439098358
1161,A solution to this problem could be cutting back expenses in other areas along with the money saved from reducing products. With this money they can offer their engineers things they couldn't before. The engineers would receive better benefits and increased wages. To keep productivity at a maximum you could offer some sort of bonus to getting a certain amount of things done. With increased benefits and wages the engineers would have no reason to talk to other recruiters and want to leave Acme.,0.911153358,-0.652489232,RLPS4,Acme,training,1161,85,0.4373339116573334
1162,"First we need to find or explain to engineers that in order to receive better wages and other benefits, productivity needs to be increased to keep this company running. Need to stop having recruiters show them what other businesses are giving out because what is important is what our company is doing and how we are doing. Need to start paying attention to productivity instead of worrying about their own benefits and wages. Once we get productivity back up, wages and benefits may be able to be increased",0.641213242,-0.075378199,RLPS4,Acme,training,1162,88,0.42445045709609985
1163,"I would give the engineers a raise to keep them motivated. I probably move the raises to a 11 percent level. I think we might need to find a different shipping company if shipping costs are going to be an issue. Maybe we could give the employees a little more vacation time and paid time off while keeping the raise increases to somewhere around 8-9% maybe. We need to make our company well known for our good opportunities and make Acme the first choice. To increase productivity, we could give the engineers a bonus for every design that we find exceptional.",0.474871205,0.94033782,RLPS4,Acme,training,1163,102,0.4659516513347626
1164,"I would limit their ability to visit with the recruiters. I would recommend putting in a program that allows Acme to be present during the time that the engineers talk to these recruiters. If we are able to figure out what these recruiters are offering and some how counteract this we are going to be losing a lot less engineers. Also, restrict our engineers from talking to these recruiters during work times and offer awards or benefits with high qualities of work. In turn limiting the ability of engineers to talk to recruiters during work times and increasing production and quality by giving rewards for high quality work. Also look into other companies to decrease that amount of money we spend on shipping cost. If we can find a good company and get them to lock in a fair price and guarantee them our business we can kill two birds with one stone.",0.371273125,0.416685834,RLPS4,Acme,training,1164,153,0.4491331875324249
1165,"You need to get the engineers motivated and committed to the company, its goals, and improving its products.  Getting them to feel personally invested into the products they are making is a big step towards getting them to stay.  It would be worth the time to review other benefits the company currently does and does not offer.  See if there are other options we can offer, other than just a pay raise.  Stock options are another way to get people to feel more committed and invested into the company.  Having a strong sense of pride on one's work is a powerful motivator to do better work.  The more someone feels like they are a vital part of the company, and the more they feel respected and valued, the more likely they will be to stay with the company.",1.24228091,0.829046681,RLPS4,Acme,training,1165,139,0.42390525341033936
1166,"I feel as if Acme needs to make the recruitment process harder so when engineers do get hired, it's up to the standards that go above and beyond. That means you can increase pay wages because you'll have the best of the best, and then other companies will want to be like Acme, when in reality you'll always be on the top.",0.039367313,-0.240128384,RLPS4,Acme,training,1166,65,0.45960521697998047
1167,"Acme's engineers should get more benefits from the company, so that they will want to stay with Acme and still do there jobs correctly",-0.832418731,-0.981989602,RLPS4,Acme,training,1167,25,0.4214758574962616
1168,My solution for this problem would be to lower shipping costs to you could increase the wage percent level and also make working at Acme a more suitable place so the engineers don't want to leave.,-0.832418731,-0.926344033,RLPS4,Acme,training,1168,37,0.41034796833992004
1169,"Well first of all, I would definitely keep recruiters out there looking fro engineers and maybe even have them work a little harder to get the very best engineers they can.  I think the main problem is that the engineers feel neglected so I think you should motivate them more with better benefits It's all about how you treat them.  Upper management cant talk down at them but they must instead inspire them and give them confidence and i think you will see a bigger increase in productivity.  Just do the best you can at encouraging them and giving them the best working conditions and the best ""perks"" and they should do just fine.",0.641213242,0.142831033,RLPS4,Acme,training,1169,115,0.4281404912471771
1170,You would have to either increase the wage of the engineers or provide some sort of extra benefit as an incentive for them to stay at their job such as insurance benefits. If the engineers see no room for wage increase or promotion they will have no reason to stay.,-0.126196463,-0.652489232,RLPS4,Acme,training,1170,50,0.3917926251888275
1171,One thing you could do is create a higher team moral. Make them want to be there by providing them with what they need to be successful.,-0.666854955,-0.817239417,RLPS4,Acme,training,1171,27,0.3829230070114136
1172,"I would say we should get together and find out what is most important to the employees at this moment and try to accommodate. Maybe by finding a way of getting benefits for less we could offer more to the employee, and also keep wage increases higher.  Also this would get the engineers to hopefully be more loyal to Acme since we are taking better care of them. Doing team building exercises may also help so they feel invested in each other and therefore increase productivity.",0.806777018,0.198476602,RLPS4,Acme,training,1172,86,0.4283142387866974
1173,"I feel as though the management needs to hone up to their ""better benefits"" and increase the holding wage level. Even if it's just a couple % it will show the engineers that you are trying to satisfy their needs.",-0.666854955,-1.091094218,RLPS4,Acme,training,1173,40,0.41746076941490173
1174,"To Whom it May Concern,  /  / Your problem here seems to be with the employees and the upper management. With the upper management holding that wage increases should be held at 6% then I could see how the engineers would lose care and focus. Because they are working for a company that is more concerned with watching what their employees earn rather than going out and trying to get more projects to keep there business running and profiting. The old saying goes that if you're good at something, never do it for free. Which is what your employees are seeing. Why would they want to work here and know that they have no chance of expanding their pay grade past 6%? If another company offers a more lucrative deal to them and they are getting paid better and with more benefits than you should look at them and ask yourself ""what are they doing correctly that we aren't ?"" Because obviously there company is not worried about the increase of their employees wages and their benefits because they are more concentrated on expanding their business and becoming a bigger, more structurally sound company that relates to their employees better than we are currently.  /  / Thank you for your time,  /  / Yours Truly",0.476427726,-0.652489232,RLPS4,Acme,training,1174,210,0.4712870121002197
1175,Acme needs to determine the minimum amount of engineers they need to still function successfully. Then they should do performance evaluations on all the engineers and decide who the best and the brightest are. They should then keep the minimum amount of engineers but only the ones that ranked the highest. Then the company will be free to have higher wage increases because they have less people to pay.,-0.230572803,0.993796866,RLPS4,Acme,training,1175,69,0.40663835406303406
1176,"Focus the company on making better products. The price does not to be as competitive if the product is much better than competitor's products. This will give gratifying work to the engineers, and will bring more money to the company in time. This will allow for a raise in wage increases for the engineers. Also, a wage increase could be offered to the engineers that have the best contributions to the new products. If the workers are actively involved in improving the product, and if they believe it is the best, then the recruiters' enticements will have no effect on the engineers.",0.371273125,0.198476602,RLPS4,Acme,training,1176,103,0.41907092928886414
1177,They need to give the workers' something to work for. They need a goal that they should strive for that would make them want to stay and sell more of the product. Give them something like a commission. If they make a certain amount of a product give them a bonus or some type of reward. This will increase their production rates and they will work harder to get that goal. And start being more social with them and have people higher up do a walk through tell them they are doing a good job or help them with a problem if they ask. This shows that you do care how your workers' are doing and that you want them to be happy working there.,0.641213242,0.033726417,RLPS4,Acme,training,1177,125,0.4146905243396759
1178,"They need to determine which employees are serious about the job, and discard of all employees not serious and hard working.  Come up with new, unique ideas.",-1.808581116,-0.872884986,RLPS4,Acme,training,1178,27,0.4368326663970947
1179,"The goal we need to remain focused on here at Acme is to maintain a high level of productivity. I encourage all engineers to stay with us and persevere as we move forward towards finding effective methods of remaining competitive. Good things come to those who wait, and all efforts made by employees who demonstrate loyalty and creative initiative will not go unrecognized.",-0.230572803,-0.817239417,RLPS4,Acme,training,1179,63,0.4694744050502777
1180,"Acme management needs to try and match the other ""better' jobs and benefits so they do not lose out on the quality engineers.  Spending more to keep the engineers will make their company more successful in the long run and the outcome will be more beneficial for the company.  With a lower turnover rate comes less time in training new employees and less money spent on this as well.",0.204931089,-0.708134801,RLPS4,Acme,training,1180,69,0.4099797010421753
1181,"People need an incentive to do good work, they have had the wages held at the 6% for a while so my solution would be to stop the wage hold and give them a raise to let them know they care.  If they don't want to do that, they can throw a company benefit to show their care and support of their employees.  Something where the employees can bring their family and get prizes or something of the sorts.  This way, they will feel important again and as if they are cared about",0.371273125,0.198476602,RLPS4,Acme,training,1181,94,0.40974974632263184
1182,"The management company could relook at their budget and where all of their money is going.  If all the things they are paying for are not required then maybe they could take some of that money and lend it to the engineers salaries.  They could also try and cut down on one or two engineer jobs, or other types of jobs where there are many people and not enough work to save more money.",0.204931089,0.142831033,RLPS4,Acme,training,1182,74,0.415823370218277
1183,They need to offer better benefits and increase wage increases a little to retain their engineers.  They should also talk with the engineers to keep them informed so they have faith in the company.,-0.771231296,-0.652489232,RLPS4,Acme,training,1183,34,0.3966329097747803
