solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
Talk to Jim one on one and tell him that you value him as a friend but if his behavior continues you won't have choice but to tell the manager.,2.8661284,2.83953,2.8052485,2.6850946,2.4234192,2.218704,1.8521551,1.6789767,1.339937,1.1596376,1.0848863,-0.454888747
Becky should talk to Jim and tell him that he needs to stop stealing from Mark otherwise she has no other choice but to tell.,2.6794684,2.5702872,2.4131298,2.1157646,1.5893853,1.0728556,0.45317817,0.27833176,0.26044613,0.28938252,0.34821436,-0.712730994
"I would look for a new room mate first, just incase he gets upset and doesn't want to live together anymore. I would use the form of persuasiveness to make him aware of his negative and unacceptable behavior will eventually lead to consequences. And if hedoes not fully comprehend, I would personally move out.",1.9878274,1.975893,1.9679236,1.9279805,1.8375224,1.9894238,2.1477382,2.4554036,2.2518625,2.111558,2.0497706,0.484569979
Becky should find a way to get a new roomate or move and then either tell Mark what's going on or find a way to get Jim fired or distance herself from him entirely.,2.5311463,2.424069,2.2707963,1.9861314,1.4873581,1.029366,0.49673975,0.40264338,0.40891105,0.4454737,0.50706404,0.195688484
Becky should honestly tell her boss the situation but ask to remain anonymous due to Jim being her roommate.,2.3773055,2.268598,2.1136413,1.833509,1.349975,0.93545854,0.47690046,0.46193856,0.5062627,0.55966514,0.6299351,0.060795747
"Yes, she needs to prove herself, have integrity, and talk to her boss about her friend.",1.6390907,1.6058168,1.5675784,1.4979134,1.3800113,1.5506601,1.8017952,2.267466,2.210386,2.1495843,2.1344097,-1.00161249
"Becky needs to sit down with Jim and explain to him that what he is doing at work is not only compromising their friendship and housing situation, but it is also affecting her job because she is his supervisor and she can't continue to let this happen. Sh needs to also explain to Jim that when they are done talking, she is going to talk with Mark because she feels that it is only fair since he took such a big risk in hiring her to begin with.",2.8399932,2.7451408,2.608672,2.3352015,1.8372874,1.3325088,0.6892814,0.44716576,0.34649017,0.32827628,0.358773,0.484569979
"First, Becky should talk to Jim about his behavior. She should be assertive in telling him that he is only putting them both at risk for losing their job. They live together, so losing their job is not an option. She needs to tell him that if he continuesto do it, she will have no choice but to tell Mark. Becky seems to have turned her life around from her past and does not want to be involved with something illegal that she didn't do, but witnessed. If Jim continues to treat customers poorly, avoids doin his job, not focusing on making sure orders are correct, and stealing, then she may also think about finding another roomate that is more responsible.",3.690922,3.6609917,3.617649,3.4458356,3.0600479,2.5676575,1.7526432,1.1405656,0.6386707,0.39636037,0.2934985,1.031293722
Tell her boss about Jim,2.1891847,2.145291,2.0884202,1.9652642,1.7350805,1.6758825,1.5921782,1.7549489,1.6179019,1.535413,1.5143105,-1.00161249
"Becky should inform Mark about Jim's behavior and also tell Mark about her predicament. Hopefully, Mark will understand and use confidentiality when confronting Jim about the situation. If Mark would choose to fire Jim, Becky would not be to blame for thetermination since Jim doesn't know who informed Mark about his deviant behavior.",2.8115983,2.7210608,2.5912008,2.3290312,1.8501476,1.374272,0.76435864,0.54244363,0.4330444,0.4071264,0.43217808,-0.031114515
"Becky should tell Jim that he needs to start paying for the food, not because Becky cared if he does, but because if Mark catches him he will be fired.",3.1287458,3.0602992,2.9619908,2.7329352,2.2884421,1.8076577,1.1247559,0.7624005,0.5106491,0.4061418,0.38470498,0.33058122
"Becky should maintain her relationship with her manager while discretely find a new roommate or apartment, and then once she is sure she will not suffer because of it, bring up the issues with Jim to Mark and offer to help where she can.",2.4582984,2.3537447,2.2046156,1.9295675,1.4495893,1.0270905,0.5435614,0.4909313,0.503977,0.5407942,0.60146314,0.846265714
"I would tell Mark the truth because he deserves to know, especially after all the faith he has put into me. Plus I don't enjoy doing all the work because my co-worker is a slacker who only cares about himself. I don't want to potentially get accused of beng apart of Jim's theft, especially with my history. In college a roommate is easy to find so Jim is replaceable if he can't make rent, but my job isn't.",2.088755,2.0562565,2.016963,1.9250079,1.7485458,1.7740794,1.7917448,2.0212753,1.8665689,1.76589,1.7314337,0.877304963
talk to jim he might need help,1.9612334,1.9027812,1.8252108,1.6812458,1.4309797,1.3812784,1.3556502,1.6209618,1.5817302,1.5526364,1.5629332,-0.608877506
Talk to Jim directly and make him realize that his behavior is putting his job and my own at risk,2.7145288,2.655426,2.573166,2.3874407,2.0322263,1.7306055,1.305567,1.1729242,0.9767938,0.8854619,0.8664333,-1.00161249
"Becky should tell her boss, Mark, what is going on at work to maintain the level of trust she has gained. She should continue to make better choices in her life by not letting her friend Jim get away with his behaviors. If Jim is unable to pay rent, then he will have to find another roommate or see if Jim can receive some sort of warning so he doesn't lose his job.",3.1589978,3.08615,2.9810934,2.7404413,2.2763608,1.765668,1.0481058,0.6644659,0.42134112,0.32458386,0.3086494,0.742412226
"I would talk to Jim about his behavior and help him understand why it is not acceptable and must not happen again, or I will have to tell Mark.",2.6281452,2.567756,2.4839933,2.299972,1.9520116,1.6731229,1.2880942,1.1994376,1.0259424,0.94493616,0.93134767,-0.712730994
Becky should find Jim a different job opportunity that would suit him better and get him to apply for that to leave the Pizzeria,3.1592383,3.1417484,3.1196759,3.0044944,2.7348733,2.4744768,1.9923527,1.675674,1.2436485,1.0172037,0.9167497,1.104107961
"I will talk to Jim first and discuss my feelings on the subject. If this does not work, I will have to let him know that I am going to turn him into Mark.",1.8400921,1.7715491,1.6794492,1.519088,1.249879,1.1945765,1.1897955,1.5067469,1.5275286,1.5323257,1.562903,-0.712730994
"First, Becky should talk to her friend/roommate and advise him that what he is doing is wrong, and that he needs to take responsibility for his actions as an employee as well as a roommate/friend. He should also talk to the manager and advise him of the isues that he has going on and that he would come up with a plan to repay the stolen material, and that he understands because of his actions that he faces losing his job. Secondly, she also needs to advise that because of his actions if he doesn't find anther job in a timely manner that he will have to find another place to stay.",2.998119,2.987004,2.9752815,2.8831666,2.6579013,2.4795897,2.1094282,1.8854239,1.4656833,1.2379445,1.134244,0.484569979
"Becky should accept the shift manager position for the summer because she will make more money and will earn a prominent work position that she can use for future jobs, especially considering that she has a theft record. She also should inform Mark about he issues involving her roommate, Jim. Depending on Becky's ability to emotionally manage conflict, she could either ask Mark to keep the source of information anonymous as it is a professional environment and the identity of the informant isn't as importnt as the issues. If Mark gives Jim a second chance, he can keep his job and Becky will continue to have a stable income relying on two persons. If Jim loses his job over the situation, Becky should be financially secure for the summer with her new positin, which would allow for her to find a new roommate. Of course, depending on the legal situation of the rental property (such as the lease), Becky can choose to kick out Jim if he cannot make due for rent. She may be losing a friend over the situation, bu she will also be losing someone who isn't a positively influential person to be associated with or even to be living with.",2.9351857,2.9000416,2.8526087,2.7093914,2.4082797,2.142089,1.7028142,1.4828699,1.1583966,0.99226886,0.9277837,2.363487432
"Becky could try to get another friend to apply to the pizzaria since they are somewhat short staffed, the competition and increased amount of people being around could entice Jim to work harder for feel of scarcity of loosing job and he could also be less comfortable stealing if there are people he is not friendly with around that he knows he cant get away with it.",3.1745954,3.1696956,3.1664205,3.0789576,2.8514767,2.6429496,2.2063143,1.8967972,1.4185765,1.161341,1.041049,1.227350264
She should talk to Jim about her past mistakes and warn him that she will tell on him. Or she could limit him to stealing one pizza pie.,2.9137423,2.8945363,2.871101,2.7651577,2.522963,2.3359444,1.9757808,1.786457,1.4121423,1.2104976,1.122545,0.273740626
"Becky needs to talk to Mark about the problem with Jim. If the problem goes unsolved, Mark could eventually start believing that stolen items are Becky's doing because she has a past criminal record. She could also tell Mark about why she has concerns if jim doesn't have a job (the rent) and see what he says or what he can do about the problem.",2.6987672,2.6000054,2.4583716,2.183592,1.6911886,1.2154052,0.6299036,0.45750862,0.400002,0.4028996,0.44504872,-0.852072045
"If provoked by Becky's boss about the problem I would suggest being honest about the things you have known about. otherwise, I would not jeopardize my living situation until it became a problem. I'd advise Jim to stop stealing.",3.429289,3.377976,3.3038683,3.097576,2.6723163,2.1696856,1.4014393,0.9013888,0.52770686,0.35762972,0.297942,-0.852072045
"Becky should definitely tell Mark about what Jim is doing. However, I think that she needs to do it in a friendly way because Jim is a good friend to her. I think that Becky should tell Mark that on the night it was just the two of them working, that someone that was working stole 10 boxes of pizza. This way, Mark knows what Jim did, but Becky never actually said Jim's name. She essentially just have Mark an anonymous tip.",2.7610672,2.6778955,2.5593255,2.3165534,1.8704333,1.4445702,0.8926064,0.706258,0.5824069,0.5435138,0.5593555,-0.222996463
"Since Jim and Becky both live together, I'm sure Becky would also be able to invite friends over to Jim's party. She should invite Mark to the party, as well as other people so it's not suspicious, and let it go from there. Mark would likely see all the pizzas and he would handle Jim's issues accordingly. Becky would not be at fault because she didn't specifically rat Jim out, and the issue would be solved.d",2.466182,2.421135,2.3611686,2.220585,1.9485979,1.7926297,1.5581647,1.5734943,1.3818728,1.2786405,1.2481501,1.760267803
Becky should confront Jim and they should work this out together. Becky should not go to Mark.,2.4206579,2.308392,2.1478872,1.8573705,1.3554262,0.9104868,0.4139598,0.3718291,0.41913468,0.47720283,0.55116016,-0.852072045
Becky should tell on Jim and then find someone new to live with.,2.5560498,2.450649,2.2997684,2.0175729,1.5212975,1.0626595,0.524057,0.41886306,0.41414922,0.44467604,0.50270355,-0.852072045
Tell Jim that he needs to find another job that will work better for his type of personality,2.1595392,2.1360822,2.1099935,2.0347488,1.8804073,1.9234397,1.9423089,2.1454773,1.9449736,1.8171248,1.7660164,-0.527537988
"becky needs to tell mark so he can deal with jim appropriately. she is not the owner and has little power over jim, so leaving it up to mark is best.",2.399442,2.301293,2.1620538,1.9046707,1.4552147,1.0811348,0.65584886,0.6420124,0.6456417,0.67243934,0.7257003,-1.100440589
"If Becky wants to keep her relationship with Jim she needs to talk to him and explain that what he is doing is wrong. She needs to tell him that if he keeps doing this inappropriate behavior, he's going to have to go to Mark. This way, she is giving Jim a chance to improve his behavior before she goes to the owner.",2.9242513,2.8304117,2.6950455,2.4193645,1.9135251,1.3854784,0.702195,0.41688168,0.2949543,0.26723647,0.29279572,-0.6037035
Becky should talk to Jim and ask him why he's acting in this manner. If he continues to act in such a way get Mark inolved,2.4536161,2.3303826,2.1532736,1.836132,1.2911619,0.7857228,0.2251698,0.15237,0.23013043,0.31109956,0.4004741,-0.852072045
Becky can talk to Jim privately and ask him to stop stealing before she talks to their boss about it,3.0663316,2.9900942,2.8804147,2.637037,2.1736782,1.6782858,0.9950949,0.6562054,0.4442157,0.36324012,0.35620886,-0.852072045
Becky should tell Mark about what Jim did and confront Jim about the situation. She should explain to Jim why what he is doing is wrong and that he needs to pay for the pizzas. Just because he works there doesn't give him the privilege to get free pizza.,3.2080214,3.141998,3.046931,2.8191278,2.3723423,1.8763148,1.1619806,0.7607644,0.48400208,0.3671094,0.33878335,-0.852072045
Becky should address the situation with him and tell him what he is doing is wrong. If his actions do not change after talking to him she should tell her boss and have him deal with it.,2.5447674,2.4880452,2.4101903,2.2389395,1.9152237,1.6804783,1.3549539,1.314702,1.146309,1.0637716,1.0479414,-0.852072045
"One thing becky could do is go to Jim personally and tell him that you saw him steal the pizzas and were wondering if he needs any help financially to pay for food, then that way you are looking out for a friend, then later tell him that if he does it again she will have to tell the boss and he could loose his job to force him to stop stealing.",3.447222,3.4437556,3.4412842,3.3424895,3.0828898,2.790735,2.216648,1.76513,1.2244331,0.9407648,0.80731237,0.654447663
"Becky can talk to Jim after the issue is resolved. At the moment, she needs to cover for the 10 extra pizzas Jim made. Becky could come up with a story that is sympathetic that Mark could understand such as... ""Near the closing shift, a homeless family came in and really needed food. I didn't have the heart in me to say no them as I came from a similar background. I wanted to pass it forward since my circumstances are much better now. That is why I gave them extra Pizza, Mark. I really do apologize but it is not in my nature to turn down people needing help. I wanted to tell you immediately since what I did involves your establishment. I will take repercussions if necessary.""",2.5721262,2.5181756,2.4443424,2.2779124,1.9602083,1.7289578,1.4008257,1.3495073,1.1658787,1.0745318,1.0533684,2.409335915
Becky could speak to Jim about his behavior before she goes to Mark about his behavior,2.27372,2.1463144,1.9638377,1.6468602,1.1117481,0.6468973,0.1633136,0.18030532,0.3102984,0.41626742,0.5192517,-0.852072045
Becky needs to send an anonymous letter to Jim warning him about stealing pizzas. This letter should show Jim the what the consequences of his actions would be. This letter would be similar to the ghosts of Christmas that visited Ebeneezer Scrooge.,1.8369142,1.7856437,1.7194519,1.5984136,1.3903222,1.4141911,1.4845822,1.824143,1.7866716,1.7512791,1.7556161,1.856425845
"Since Becky and Jim live together, Becky should start making the same actions towards Jim as Jim does to the restaurant. If Jim steals, Becky steals from him. If Jim is rude, Becky is rude to him. Once this is established, Becky should make it clear that these actions will continue for as long as Jim keeps doing it at work.",3.1705546,3.1471715,3.116209,2.9870641,2.695197,2.4044068,1.8912481,1.5614614,1.1471491,0.9335496,0.84163666,1.800252865
Becky should tell Mark about Jim but inadvertently. She could convince him to look at security cameras to show that Jim hasn't been paying. this would show mark that Jim has been stealing without Becky directly telling him that Jim is stealing,2.5832238,2.499564,2.3811383,2.1467698,1.7231711,1.3538787,0.89347875,0.80030394,0.715685,0.6929894,0.71673465,0.273740626
"Becky should introduce the idea to Jim that another employee at the pizzeria had been caught stealing and was suspended, and furthermore explain how she is emotionally distraught given her experience with shoplifting and how this has impacted her opportunities. If Jim first-hand witnesses how stealing impacts Becky's opportunities, he may be tempted to stop. Becky may also explain she has overheard many members of the pizzeria have noticed missing product and have possibly had to pay for it themselves or order more product, possibly incentivizing Jim extending empathy to those who are affected by his stealing.",3.3001142,3.3079956,3.3232617,3.2580576,3.0583766,2.8661714,2.4178329,2.057628,1.5092914,1.2114934,1.0666374,0.902816208
Do nothing; let things continue as they are and let the situations play out.,0.3671318,0.3417435,0.3215968,0.33782777,0.42097765,1.0476935,2.0021243,3.1479743,3.3326712,3.3610632,3.3850446,-0.451372477
"Becky must anonymously tip Mark off about Jim's behavior. She should sign it as an employee but not with her actual name. Let Mark be the one to make the decision about Jim's future with the business. This takes pressure off of Becky. If Jim responds positively to the accusations and cleans up his act, then Becky is in a good spot. If not, then she needs to find a new roommate.",2.7487638,2.671141,2.5609488,2.331412,1.9064637,1.5097637,0.9878884,0.8147516,0.6745705,0.623722,0.6315881,0.598274682
"Becky should make her feelings clear to Jim and explain the situation from her perspective and her feelings about it. Offering Jim a chance to redeem himself is the best option. However, if he fails to become a better coworker, she could suggest that he finds a job elsewhere and helps him to do that. If Jim absolutely refuses, Becky needs to tell Mark and find a new roommate. Becky could and probably should entice Jim to behave better through offering to do the dishes or clean the apartment as an incentive.",3.327544,3.2724776,3.1932456,2.9838874,2.55931,2.0733335,1.3426912,0.8917372,0.55234915,0.39967498,0.3498112,0.634455132
"She should talk to Jim and tell him to come forward himself because it is better to admit a mistake than get caught having made one. She could tell Jim to say to the manager that he knows he hasn't been at the top of his game and has been taking advantage of the opportunity he has been given but has now realized he should apologize, ask for forgiveness and agree to watched at work and reported to the manager about every night to make sure he stays on top of his work. Instead, she herself could go to the manager and ask to not be put on shifts with him any longer because you feel as though it affects the companies effectiveness. Which would appeal to most managerial staff.",2.3508258,2.3552647,2.3700504,2.347809,2.2654061,2.3713849,2.4082394,2.5443614,2.2082868,1.9989048,1.8975115,0.654447663
"If I were Becky, first I would talk to Jim about what he is doing and talk to him about the consequences if he gets caught and loses his job, which could lead to him being in dept and not able to pay his rent. If nothing changes then I would talk to the owner but not mention the name of the employee and ask the owner to have a team meeting with everyone and go over specific rules. If nothing changes then I would ask the owner to be onsite whenever I was working with Jim and ask him to observe Jim. That way if he gets caught it won't directly be because of me.",3.7247403,3.7464287,3.7802982,3.7236822,3.5146406,3.2445354,2.6313655,2.0640142,1.3788825,1.012802,0.82977796,0.406079118
Becky should start by confronting Jim and say that she is uncomfortable with the issue and that she wants him to stop. If his behavior continues she should take it up with the boss to see what further steps should be done.,3.0842683,3.010064,2.9033434,2.663614,2.2049527,1.7128252,1.0288415,0.68295777,0.46024433,0.37298894,0.3621327,-0.852072045
"Becky should tell Jim that he should stop and if he continues in the future she will tell Mark. She should not tell Mark initially because then it will ruin her relationship with her roommate. She should however take action and not just sit there after all the things Mark has done for her. If she doesn't do anything, she could lose the job too.",2.4418223,2.3235383,2.1539073,1.8486166,1.3226439,0.84348947,0.3102094,0.24962558,0.312992,0.3833651,0.46565834,-0.6037035
Sit down and talk to Jim about his behavior and discuss the possible consequences of his actions. Then talk to the manager about what has been happening and see if the management can work something out.,3.2479222,3.2484615,3.252977,3.1739194,2.955554,2.7473872,2.295285,1.9536983,1.4414358,1.1652548,1.033709,-0.527537988
instead of stealing pizzas to just eat they should set up a side business at their apartment. Set it up on grub hub and sell pizza to make enough money and since its their own business they'll be more invested in how it works.,2.1741288,2.2438912,2.3574703,2.4927495,2.6639311,3.123757,3.5316179,3.8400664,3.3184702,2.971036,2.7770324,2.10479439
Becky needs to go and find a backup and wait until she finds one to get rid of Jim. Then after she finds the backup she needs to get rid of Jim as he is causing the problems and it is his fault.,2.2438822,2.153147,2.025789,1.79353,1.3913225,1.1021894,0.7903606,0.8675253,0.87872106,0.901321,0.94952464,0.025372082
"If I was Becky I would talk to Jim about his behavior, and warn him. If he doesn't  listen I would tell the boss",2.8053107,2.7214203,2.6015553,2.3547883,1.9001153,1.4563797,0.878062,0.66751695,0.5367706,0.49581537,0.5109731,-0.852072045
"I think that Becky should report Jim for the crime he is committing. In addition, she should begin looking for another roommate online since it is not beneficial to be associated with Jim. This could cause problems with going to jail again or even being accused of something that she did not commit. Furthermore, I think she should have a discussion with Jim about her plan of action and resort to looking for ways to better her friendships and life.",2.8331354,2.772292,2.6868386,2.490825,2.1133306,1.7646366,1.2697395,1.0724546,0.8572081,0.759914,0.73876864,0.654447663
Becky should tell jim to stop stealing from the shop and stop treating customers rudely. She should give him an ultimatum and say that if he does not stop she will tell Mark and get jim fired.,3.2449596,3.1790335,3.0839295,2.8543699,2.4028926,1.8950946,1.1617239,0.7411502,0.45625448,0.33600792,0.30604687,-0.852072045
"Becky needs to give Jim an ultimatum.  Straighten up, or tell Mark. If he doesn’t, mark could be the new roomate",2.257612,2.1582606,2.0179179,1.7653937,1.3310416,0.9983995,0.6426758,0.70215935,0.7398497,0.7814699,0.84227496,0.081545062
Becky should change the codes and lock the supplies away and tell Jim he has to earn the codes by doing tasks and if we doesn't complete them he won't be apart of the 'pay raise' that is about to happen and it encourages positive reinforcement in Jim along with making him more competitive,2.6749558,2.6710625,2.6717591,2.6132963,2.457446,2.4186082,2.2493355,2.2044678,1.8283529,1.6110523,1.5093334,2.10479439
Becky should talk to Jimmy in a friendly professional manner. She should say that she hired him because he was qualified and she's disappointed because he is not performing. She should say that he is not in trouble but she needs him to do better.,2.2795768,2.182521,2.045513,1.7970184,1.36774,1.038223,0.680705,0.73139024,0.7566081,0.790991,0.84740657,-0.527537988
Becky must confront the wrongdoings of Jim and how she truly feels about it. She needs to tell Mark simply because she owes it to him for all that he has done for the person she is today.,2.008763,1.8973117,1.7400577,1.4734142,1.0304651,0.72534615,0.44916376,0.6251854,0.7567184,0.847744,0.93703663,-0.6037035
"Even though she is in a difficult position, she should report Jim anyway because the pizzeria will be in short supply and lose money if he continues stealing pizzas without paying for them.",3.052255,3.0750034,3.1137772,3.0955274,2.981858,2.9388134,2.6842446,2.4727376,1.9260392,1.6143988,1.4568232,-0.852072045
Becky should talk to Jim about his actions and how they are negatively affecting her.,2.7458694,2.6311991,2.4654863,2.1521277,1.5974153,1.0341132,0.35611668,0.13960919,0.12642255,0.16259518,0.22713377,-0.6037035
Becky should tell Jim what he is doing is wrong and if he doesnt changer she will tell Mark.,2.4975374,2.3701658,2.1866376,1.8577693,1.2922769,0.7536072,0.15232149,0.05135066,0.13394865,0.22089162,0.31481478,-0.852072045
"Becky can use her summer job as a shift manager in order to subtly and increasingly assign Jim more working hours, by doing so, he will work off the cost of the pizza and be able to pay rent.",3.1703496,3.155237,3.1366725,3.0262852,2.7635014,2.5101838,2.0323248,1.7126688,1.2701865,1.0372334,0.93270344,1.780260334
"She should confront Jim about stealing the pizzas, and threaten to tell Mark about this if he doesn't stop.",2.6736565,2.6399167,2.5958784,2.4698303,2.2092957,2.0358963,1.7403039,1.659949,1.385928,1.2386472,1.1825446,-0.6037035
"Becky should talk to Jim. She should say that she knows he's been stealing, and if he keeps doing it that she will tell Jim. She should give him a second chance before she tells Mark, so Jim can keep his job.",3.1504073,3.0682073,2.9491732,2.6877825,2.1920156,1.641864,0.8890288,0.498585,0.28917846,0.21505414,0.21374238,-0.852072045
Talk to Jim first about his behavior at work so that there is no issue between friends. And if the behavior continues tell the manager that there is repetitive behavior that Jim does not want to correct.,2.9288957,2.9299417,2.936789,2.8759413,2.7028334,2.602401,2.3204358,2.1476657,1.7010624,1.4506993,1.3312205,-0.222996463
She should talk to Jim and let him know what he's doing is wrong and doesn't want to ruin their job and somehow end up that Becky gets fired too if she knew about it before her manager did.,2.7008114,2.6220748,2.5104504,2.2809536,1.8586278,1.4727398,0.9713752,0.8221714,0.6959175,0.65173626,0.66323256,-0.852072045
Becky needs to tell the manager. It won't get him fired because there is no proof of how bad he is at his job. What would happen is the manager would just watch him work and then maybe that will make him get his act together since he is being watched on how well he is doing.,2.4273028,2.38509,2.329565,2.1974854,1.9407548,1.8104569,1.6085253,1.6477882,1.4547099,1.3481287,1.3148763,-0.852072045
becky works with her manager mark to figure out what jim likes to do at work and not give him any chance to steal anything by not allowing him to be around money or the pizza. mark could have jim be his assistant so he is under constant supervison.,2.8680031,2.8277547,2.7730012,2.6218064,2.3119173,2.0448453,1.619224,1.428514,1.1356457,0.9871605,0.93317187,0.674440194
Becky should realize having a conversation won't jeopardize her friendship because it comes from a place of geunity,0.9496467,0.83397263,0.67561173,0.45603627,0.14259437,0.16843323,0.43195426,1.1612636,1.5309185,1.7214824,1.8598484,-0.852072045
"What Becky could do is tell Jim not to do that, and I assume that Jim did not listen. Of course, Becky does care a lot for Jim, but if Jim is being a criminal and he does not listen, then Becky has no choice but to tell on Jim and then having another friend, whether she finds online or not, to take Jim's place. That way, that person can pay the rent and Jim can be disciplined and learn his lesson for stealing.",3.2274492,3.195351,3.151042,2.9990985,2.668856,2.3198411,1.7396369,1.3692918,0.9726938,0.77469414,0.6937965,-0.6037035
"Make it a point to Jim of her concerns and why she feels those concerns. If that doesn't work approach Mark and say that Jim needs to be looked after more, rather than outright telling on him.",2.5284402,2.4784732,2.4108253,2.2557592,1.9580028,1.7592052,1.4710243,1.4475662,1.2595782,1.1625992,1.1371138,0.349906138
Becky should just be upfront with Jim and tell him how she feels and that if he continues this behavior she will have to let the manager know.,3.018953,2.9310207,2.8040438,2.5366888,2.0386982,1.50607,0.7980613,0.46997678,0.3078924,0.25832087,0.27105018,-0.852072045
"If Jim's behavior is bothering her, Becky needs to confront him about it. If he won't change, she could tell Mark to watch over sometimes to make sure he is acting appropriately, and maybe that will convince him. If not, Becky should find a different roommate.",3.0598938,2.979443,2.8634772,2.6108909,2.1336048,1.6212796,0.92354643,0.5829432,0.38668963,0.31612992,0.31579134,0.349906138
have jim charge everyone going to the party with a small fee to be able to pay back the pizza he stole.,2.2624245,2.2966106,2.3564243,2.4063394,2.4404962,2.7102323,2.9202151,3.1389956,2.7201157,2.4485388,2.3052921,0.902816208
Becky should talk to Jim and let him know it is not okay. She should tell him to stop or she will tell. If he gets angry Becky should tell Mark. If she is worried about him not being able to afford rent she should explain the importance. She could try to move out as well if she tells Mark. She needs to put herself first.,2.3195117,2.2369938,2.121582,1.903906,1.5202627,1.2432998,0.9266178,0.9738673,0.9410539,0.9380031,0.97061795,-0.547530519
"If I was Becky, I would be completely brutally honest.  Even though she needs Jim to have a job to help her pay rent, I would not hesitate in ratting him out and telling their manager Mark that Jim is stealing.  When it comes down to it, stealing is morally wrong and there is no doubt in my mind that Becky doing the right thing will allow her to reap the most benefits.",2.6994963,2.6523888,2.5881844,2.4304543,2.1194324,1.8770332,1.5109522,1.4007734,1.1668969,1.0487406,1.0120047,-0.852072045
"I think Becky should simply find a way to get Jim a different job, maybe give him reccomendations that refer him to go somewhere else. That way Jim would still have a job, not be mad at Becky for getting him fired, and can still pay rent.",3.3004363,3.258443,3.1989408,3.020665,2.6457102,2.2278187,1.5670767,1.1462581,0.7679995,0.5869994,0.51827,0.005379551
"If Mark were to find out about the shoplifting, the two of them would be in trouble as they would both be guilty by association.  Becky should tell Mark about these issues because she already has a damaged reputation with the law and cannot risk getting into more trouble.  In Becky's situation, Jim might not be the best roommate.  If Becky gets a manager position in the summer, this could potentially raise her salary, which could lead to her purchasing a new apartment without a roommate.  If Jim is going to become more of a burden, Becky would be better off without him in her life.",2.5585833,2.5098772,2.4439707,2.290151,1.9927162,1.7896588,1.4909716,1.4531491,1.2544922,1.1520088,1.1233852,-0.547530519
Becky should have a talk with Jim and confront him on what he is doing and if no changes are made tell Mark about the situation.,2.6778913,2.5590632,2.3874526,2.0683055,1.5082494,0.9486105,0.28871474,0.10300869,0.118365325,0.17003092,0.24365282,-0.852072045
Becky should not hide from the truth and tell Mark what Jim has done. if she doe snot it will most likely become a problem in the future again and he could even get Becky in trouble by lying.,1.8262525,1.7013056,1.5247226,1.2372495,0.7717611,0.465929,0.22842188,0.48431548,0.7004371,0.83852106,0.95576066,-0.852072045
"Becky should check the camera footage to back up her claim. She should then go to her boss and tell him what happened, and she needs to mention her concerns with exposing Jim and how it will effect her. Once Jim is fired, Becky should start her own business and hire Jim. If Jim continues to steal she can kick him out because she will now have enough money from her Pizza job and her own business.",3.561146,3.5398233,3.5100222,3.3646598,3.026798,2.6162288,1.9061719,1.372949,0.86910355,0.617618,0.50683945,1.531891789
"Becky should not tell Mark and should pretend she doesn't know, since telling him would hurt her financially. She does not need to bring this issue to light, since it is not her doing the bad behavior at work.",2.1783628,2.0840516,1.9516559,1.7147951,1.3089528,1.0253005,0.73275423,0.8401294,0.8773647,0.9138859,0.9701861,-0.203003932
She needs to confront Jim and tell him not to do it again or else she will tell Mark.,1.9884324,1.9119595,1.807241,1.6209725,1.3036866,1.1634899,1.0468574,1.2759892,1.2924886,1.3033035,1.3400158,-0.852072045
Becky could leave an anonymous tip that Jim has been stealing from the Pizzeria to Mark and give hints to Jim about a new job somewhere else,3.021702,2.9698825,2.8970256,2.7113824,2.3398929,1.9696864,1.4138981,1.1281298,0.8422696,0.7078782,0.66536766,0.273740626
"Becky can explain the situation to the owner and if Jim happens to get fired, he can simply get another job because of his lack of criminal record in this situation.",2.8513076,2.8338883,2.8134396,2.7148857,2.4874775,2.3291771,2.0094914,1.8552512,1.488029,1.2874833,1.1993158,-0.852072045
Becky needs to talk to Jim about what he did and convince him to pay the amount of the 10 pizzas. If Jim couldn't afford all of the pizzas Becky must help him because she did not tell the manager.,2.980039,2.9417474,2.8893757,2.7366264,2.4183447,2.1230953,1.646812,1.3994056,1.0761938,0.9136409,0.8521551,-0.279169444
Talk to Jim and try to make him work better. If he did the same thing again. The manger must fire Jim.,2.906729,2.9054093,2.908821,2.8437972,2.6654005,2.5615976,2.2812402,2.1172898,1.6834387,1.4404908,1.325515,-0.852072045
"Becky should tell Mark about Jim.  Although Jim is her friend and roommate, what Jim is doing is illegal and immoral.  Becky's unwillingness to report Jim is putting her in a bad position, especially since she is offered the position of shift manager.  Mark is trusting Becky to make good decisions for the benefit of the business since he offered her the manager position.  Becky needs to let Mark know about Jim and let him handle the situation or she needs to tell Jim to get his act together or she will report him.",3.0889225,3.0125518,2.9025602,2.657671,2.190763,1.6872985,0.991644,0.6406813,0.4243763,0.3418017,0.33406553,-0.852072045
Becky should speak up for whats right.,1.6260887,1.5305171,1.3989552,1.188772,0.85376763,0.746951,0.73983735,1.1368643,1.2950559,1.3812764,1.4617288,-1.100440589
Becky should star buying Jim's favorite snacks and drinks to have at home and regularly ask him to do fun things wit him. This will brighten his mood and make him a better employee.,2.8305326,2.7839851,2.7199748,2.5565066,2.2295942,1.9464183,1.5137255,1.335138,1.071672,0.9411119,0.8982469,1.856425845
